Sha,ParentSha,Parent2Sha,IsMerge,IsBugfix,BugfixProbability,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Message,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines
fe0790768c329cbc48f73cf337ec564390cfed07,eb264892e75219b1f191d3c35fcbc636186b8acf,,False,False,0.113661736,15,09/24/2018 21:13:31,7,09/24/2018 21:13:31,Add analayzer to nuget (#999),1,3,3,0,0,94,8,11,3
5874e16fd652d93630e0622a756f1b913ca8ea55,fe0790768c329cbc48f73cf337ec564390cfed07,,False,False,0.0098432265,5,09/24/2018 23:25:05,7,09/24/2018 23:25:05," Converted LdaTransform into Transformer using TransformWrapper. (#972)",1,7,5,2,0,2301,189,189,0
b7901957eeb7d328d9f36a6bf2386040e048949c,5874e16fd652d93630e0622a756f1b913ca8ea55,,False,False,0.01546465,15,09/25/2018 03:19:56,7,09/25/2018 03:19:56,Rename the static pipeline namespace. (#1007),1,56,56,0,0,20329,10,92,82
a18d296dee3e48f8b03e4e062c3206f8d596ebac,b7901957eeb7d328d9f36a6bf2386040e048949c,,False,False,0.0557235,60,09/25/2018 03:29:47,15,09/25/2018 03:29:47,Conversion of ordinary least square linear regression (OlsLinearRegression) to estimator (#1002),1,2,1,1,0,836,84,107,23
655c2e29421f5c44133ed6515374e48cf42868a2,a18d296dee3e48f8b03e4e062c3206f8d596ebac,,False,False,0.054345943,61,09/25/2018 15:11:42,53,09/25/2018 15:11:42,ColumnNameAttribute is respected by TextLoader,0,2,2,0,0,625,21,22,1
a02807c7a805b72ef12970a37279c8cec4ea667d,655c2e29421f5c44133ed6515374e48cf42868a2,,False,False,0.00025802266,4,09/25/2018 16:38:07,7,09/25/2018 16:38:07,ComponentCatalog refactor (#970),1,177,175,2,0,99505,491,1261,770
893a3852bded9b8785b39e7973c02758069621b8,a02807c7a805b72ef12970a37279c8cec4ea667d,,False,False,0.41814196,51,09/25/2018 17:05:30,7,09/25/2018 17:05:30,Enable TensorFlowTransform to work with pre-trained models that are not frozen (#853),1,15,15,0,0,58841,398,483,85
330aa41cf09b985db5c7288ed90a8ec924d19127,893a3852bded9b8785b39e7973c02758069621b8,,False,False,0.07396026,51,09/25/2018 20:36:48,26,09/25/2018 20:36:48,using TextLoader.Create instead of  env.CreateLoader (#1025),1,1,1,0,0,670,7,8,1
c0545a79e911638063bc416e89e4e38656994e70,330aa41cf09b985db5c7288ed90a8ec924d19127,,False,False,0.037956443,60,09/25/2018 21:44:26,7,09/25/2018 21:44:26,"Conversion of Logistic, Multiclass Logistic, and Poisson Regression to estimators (#957)",1,9,8,1,0,6288,183,431,248
b4a95aaa1f37e773738e25266bccca78b4fe49a1,c0545a79e911638063bc416e89e4e38656994e70,,False,False,0.017105725,43,09/25/2018 22:34:18,7,09/25/2018 22:34:18,PcaTrainer as estimator (#996),1,5,5,0,0,1969,134,265,131
ab32439651d82deec76e36bdac34f0e975190769,b4a95aaa1f37e773738e25266bccca78b4fe49a1,,False,False,0.012919439,60,09/25/2018 22:41:22,10,09/25/2018 22:41:22,Conversion of Parallel Stochastic Gradient Descent (SymSGD) to estimator (#1012),1,2,1,1,0,901,60,79,19
b270b4d6b774a37e08321ba766aa8c15e81dfe77,ab32439651d82deec76e36bdac34f0e975190769,,False,False,0.12417348,43,09/25/2018 22:45:53,7,09/25/2018 22:45:53,Adding the extension methods for FastTree classification and regression (#1009),1,16,15,1,0,7533,281,347,66
59a90e7b2974ac857d3fd62c2f9a3dba9384eb85,b270b4d6b774a37e08321ba766aa8c15e81dfe77,,False,False,0.014511774,4,09/25/2018 23:33:53,10,09/25/2018 23:33:53,Merge ModuleCatalog into ComponentCatalog. (#1022),1,21,19,1,1,16107,-51,501,552
b83151659fea5cc2c228b6e92eb2717681a19764,59a90e7b2974ac857d3fd62c2f9a3dba9384eb85,,False,False,0.015619854,5,09/26/2018 00:49:22,10,09/26/2018 00:49:22,Converted Feature selection transforms in to transformers/estimators. (#991),1,7,3,4,0,2084,391,393,2
a01c80c679964920932b6ba2bb0bfcd631931b0d,b83151659fea5cc2c228b6e92eb2717681a19764,,False,False,0.0062048403,43,09/26/2018 06:44:51,10,09/26/2018 06:44:51,LightGbm pigstensions (#1020),1,8,7,1,0,3279,284,294,10
dd4320d86614baa85d9e205a8b604ab9874b0589,a01c80c679964920932b6ba2bb0bfcd631931b0d,,False,False,0.0042697648,53,09/26/2018 06:45:49,10,09/26/2018 06:45:49,TrainTestSplit function (#1005),1,6,5,1,0,2254,562,565,3
d7b062de20c091cb4af5f58dda4bd0b98ad66c3e,dd4320d86614baa85d9e205a8b604ab9874b0589,,False,False,0.22696455,4,09/26/2018 15:14:55,53,09/26/2018 15:14:55,Update our Windows CI leg to use the non-Hosted Windows queue (#1030),1,1,1,0,0,20,0,2,2
f6d850ffbb465a7e4e7d7e390f2a52f7fcbb3331,d7b062de20c091cb4af5f58dda4bd0b98ad66c3e,,False,False,0.012618222,62,09/26/2018 17:17:36,10,09/26/2018 17:17:36,Add OnnxTransform for scoring Onnx 1.2 models - integrates Microsoft.ML.Scoring/Sonoma Library (#942),1,12,4,8,0,1911,1149,1151,2
36c75d9892f34f8ebffa2a9d6daa9adc04d2bcbb,f6d850ffbb465a7e4e7d7e390f2a52f7fcbb3331,,False,False,0.0056346687,63,09/26/2018 17:33:21,30,09/26/2018 17:33:21,Adding benchmark test for PredictionEngine (#1014),1,2,1,1,0,245,196,196,0
d42963cf6576bd56abf0f6d26672bbf33e30c624,36c75d9892f34f8ebffa2a9d6daa9adc04d2bcbb,,False,False,0.21227325,22,09/26/2018 18:10:12,10,09/26/2018 18:10:12,Remove DnnAnalyzer from the Microsoft.ML.TensorFlow nuget (#1029),1,1,1,0,0,19,0,2,2
b87ae02e0894a55d32dd1a89be1805c2efc90c75,d42963cf6576bd56abf0f6d26672bbf33e30c624,,False,False,0.0025842255,5,09/26/2018 18:32:15,10,09/26/2018 18:32:15,Converted PcaTransform into Transformer using TransformerWrapper. (#1017),1,7,3,4,0,1453,225,230,5
759ac33ef064c75cb977bfd6e6081186b295c6f5,b87ae02e0894a55d32dd1a89be1805c2efc90c75,,False,False,0.08620067,10,09/26/2018 20:13:54,7,09/26/2018 20:13:54,Bump master to 0.7 (#1037),1,1,1,0,0,8,0,1,1
a80e3d6ef4643a986a56c0a11b498a3de3f6238d,759ac33ef064c75cb977bfd6e6081186b295c6f5,,False,True,0.9264374,4,09/27/2018 00:13:34,7,09/27/2018 00:13:34,Remove the error tracing when assembly loading fails for Maml. (#1058),1,1,1,0,0,286,-4,12,16
437c1baf6b5f5c4d02273efc4601251fc6138146,a80e3d6ef4643a986a56c0a11b498a3de3f6238d,,False,False,0.07981242,26,09/27/2018 00:19:36,7,09/27/2018 00:19:36,Use full test name (#1035),1,1,1,0,0,1329,0,1,1
769b1eb985e412e7fc343d044dadbe9097c69a1a,437c1baf6b5f5c4d02273efc4601251fc6138146,,False,False,0.0053369747,64,09/27/2018 15:42:12,4,09/27/2018 15:42:12,Provided the name for macOS 10.12 version. (#1070),1,1,1,0,0,52,0,1,1
7fde5a378cda9525dfb3f486e91e5fe30bfa0a10,769b1eb985e412e7fc343d044dadbe9097c69a1a,,False,True,0.52522683,15,09/27/2018 18:55:36,10,09/27/2018 18:55:36,Finish the sentence in TextLoader static pipeline extension method (#1074),1,1,1,0,0,262,3,7,4
b871c862cf2c60738b8d86b7b582d68f3dc91d91,7fde5a378cda9525dfb3f486e91e5fe30bfa0a10,,False,False,1.4275315E-09,19,09/27/2018 19:17:30,30,09/27/2018 19:17:30,Enabled Multiclass Logistic Regression Tests (#939),1,52,4,48,0,9328,3910,3937,27
5b4284c2c96ad837e86c38a60147325eecdd827b,b871c862cf2c60738b8d86b7b582d68f3dc91d91,,False,False,0.48273748,60,09/27/2018 19:26:22,30,09/27/2018 19:26:22,Clarified roadmap to mention existence of current text/NLP features (#800),1,1,1,0,0,96,1,4,3
eb87467f4a716e0f78ce638d86d39b7164f8e258,5b4284c2c96ad837e86c38a60147325eecdd827b,,False,False,0.02504115,51,09/27/2018 22:53:13,7,09/27/2018 22:53:13,Updated documentation for TensorFlowTransform (#1077),1,1,1,0,0,93,1,16,15
8592d96f2ad585600f8d71885442062279c91188,eb87467f4a716e0f78ce638d86d39b7164f8e258,,False,True,0.99999976,65,09/28/2018 03:10:38,7,09/28/2018 03:10:38,OnnxTransform: Fix 3 bugbash bugs (#1080),1,3,3,0,0,1011,16,25,9
17ee205e585beb62777475af6d59cba816675eeb,8592d96f2ad585600f8d71885442062279c91188,,False,True,0.99999994,59,09/28/2018 11:29:03,7,09/28/2018 11:29:03,Fix the benchmarks (#1001),1,15,8,5,2,1365,199,317,118
0e7f8c97ab2b22d6d757e85bb55fc3fdaf8e4f36,17ee205e585beb62777475af6d59cba816675eeb,,False,True,0.7507086,22,09/28/2018 15:01:38,7,09/28/2018 15:01:38,Change ML.NET to work with .NET Framework 4.6.1 (#1075),1,5,5,0,0,1441,10,14,4
93fbd25578a99ec3c1e326467577f254b127c7bf,0e7f8c97ab2b22d6d757e85bb55fc3fdaf8e4f36,,False,False,0.24373476,26,09/28/2018 16:22:22,53,09/28/2018 16:22:22,Cumulative changes based on 0.6 bag bash (#1079),1,4,4,0,0,2123,21,59,38
8aa4f1fd5120c731d640060fa5e72dc03b8ae74a,93fbd25578a99ec3c1e326467577f254b127c7bf,,False,False,0.0065554986,43,09/28/2018 16:29:10,7,09/28/2018 16:29:10,Converting KMeans++trainer to estimator. (#979),1,15,14,1,0,9302,490,660,170
0996878683564cbe20f63eff4a1fd8aa41916241,8aa4f1fd5120c731d640060fa5e72dc03b8ae74a,,False,True,0.76078206,4,09/28/2018 16:30:59,53,09/28/2018 16:30:59,Ensure all Microsoft.ML assemblies are loaded by the LearningPipeline API. (#1082),1,4,3,1,0,651,73,75,2
abac853395163656e5f44517ee770d45c5457753,0996878683564cbe20f63eff4a1fd8aa41916241,,False,False,0.005355932,62,09/28/2018 18:38:13,7,09/28/2018 18:38:13,update ml.scoring library to stable version (#1086),1,1,1,0,0,24,0,1,1
f10212c71a1d43cab7e3ebe414cd3c9278d9401f,abac853395163656e5f44517ee770d45c5457753,,False,True,0.99994254,60,09/28/2018 20:40:53,7,09/28/2018 20:40:53,Temporary fix for warning issue in KeyToValueTransform (#1083),1,15,15,0,0,1864,-65,5,70
0b9ca0032584b17a77c4bc8d7601a59c659f7f21,f10212c71a1d43cab7e3ebe414cd3c9278d9401f,,False,False,0.0044409106,43,09/28/2018 21:02:06,7,09/28/2018 21:02:06,More pigstensions (#1084),1,18,16,2,0,7059,677,781,104
1ae6070a554a374dec4d9b9f746cfde481b033c7,0b9ca0032584b17a77c4bc8d7601a59c659f7f21,,False,False,0.18910186,60,09/28/2018 21:13:51,7,09/28/2018 21:13:51,Added training method that accepts initial predictor for Symboli SGD estimator (#1088),1,2,2,0,0,945,44,45,1
95f5f27c8d97de618142ab8759a9215de6f6a1c4,1ae6070a554a374dec4d9b9f746cfde481b033c7,,False,False,0.01598878,53,09/28/2018 23:00:05,7,09/28/2018 23:00:05,API overview and samples (#960),1,4,1,3,0,2475,1826,1829,3
3cdd3c8b32705e91dcf46c429ee34196163af6da,95f5f27c8d97de618142ab8759a9215de6f6a1c4,,False,False,0.05446551,43,09/29/2018 03:41:50,7,09/29/2018 03:41:50,Ranker train context and FastTree ranking xtensions (#1068),1,12,10,2,0,4646,314,398,84
f124d69ffe70f3738c28520c1f5fe83f28441b4a,3cdd3c8b32705e91dcf46c429ee34196163af6da,,False,False,0.19508569,26,09/30/2018 18:40:17,30,09/30/2018 18:40:17,Add other projects to console project (#1099),1,1,1,0,0,38,1,4,3
161b450a68a3f47eaf8abd4ce4778e417814b20f,f124d69ffe70f3738c28520c1f5fe83f28441b4a,,False,False,0.0152611425,26,10/01/2018 17:30:09,15,10/01/2018 17:30:09,Introduce CustomPipelineColumn (#1091),1,9,9,0,0,3082,24,47,23
70b3c3b2ede7321c40aad6ab14de673bc9a962d7,161b450a68a3f47eaf8abd4ce4778e417814b20f,,False,False,0.27967933,9,10/01/2018 18:04:39,10,10/01/2018 18:04:39,Add release notes for ML.NET 0.6 (#1102),1,1,0,1,0,60,60,60,0
875ef004402306de4dcedc674a5bc6db05c48ea0,70b3c3b2ede7321c40aad6ab14de673bc9a962d7,,False,True,0.66622436,4,10/01/2018 18:20:21,7,10/01/2018 18:20:21,Add a workaround for the tests hanging while loading MKL. (#1076),1,12,12,0,0,5315,33,93,60
87ffaa1b47cd869ca5055f00043e113f23696e07,875ef004402306de4dcedc674a5bc6db05c48ea0,,False,False,0.070789754,22,10/01/2018 19:42:51,7,10/01/2018 19:42:51,Add xml documentation for TensorFlowUtils.GetModelSchema and TensorFlowUtils.GetModelNodes (#1093),1,1,1,0,0,395,19,19,0
76dd9235f348aee4fdf7e62a9edf27510f14769b,87ffaa1b47cd869ca5055f00043e113f23696e07,,False,False,0.021030081,60,10/01/2018 22:01:07,7,10/01/2018 22:01:07,Updated the building instructions to specify supported VS version (#1024),1,1,1,0,0,78,11,22,11
00a10ad062bcff3799039703d9ed152a849d0085,76dd9235f348aee4fdf7e62a9edf27510f14769b,,False,False,0.39527026,9,10/02/2018 07:08:42,30,10/02/2018 07:08:42,Adding ONNX scoring example link and prediction engine improvement benchmarks (#1114),1,1,1,0,0,60,0,2,2
eb1c141145ea5d2c44c106ede205473e211fba77,00a10ad062bcff3799039703d9ed152a849d0085,,False,True,0.99986935,64,10/02/2018 16:51:54,30,10/02/2018 16:51:54,Fixed a grammatical error in windows-instructions (#1117),1,1,1,0,0,78,0,2,2
ff85a5cd0757fedf20572d3a542d7e6ca78c9851,eb1c141145ea5d2c44c106ede205473e211fba77,,False,False,0.04829196,66,10/02/2018 17:54:02,67,10/02/2018 17:54:02,Allow the creation of ONNX initializers (#965),1,6,5,1,0,1327,263,266,3
fcea146add5e8b9c3197f800b7201b333ab5ae3e,ff85a5cd0757fedf20572d3a542d7e6ca78c9851,,False,False,0.075357534,4,10/02/2018 18:52:33,7,10/02/2018 18:52:33,"Add instructions for building for .NET Core 3.0, and make them work. (#1032)",1,7,6,1,0,786,21,189,168
cde7038b3132801ee212b3757945a3697a1f485c,fcea146add5e8b9c3197f800b7201b333ab5ae3e,,False,False,1.9129809E-11,25,10/02/2018 23:57:30,7,10/02/2018 23:57:30,Port Time Series (#977),1,101,19,82,0,85975,31094,31105,11
25b4a2c7797724558363591ea52f959ebabe0071,cde7038b3132801ee212b3757945a3697a1f485c,,False,False,0.0032832888,10,10/03/2018 00:37:59,7,10/03/2018 00:37:59,Update Readme (#1123),1,1,1,0,0,112,10,21,11
c6c0d2295b7c4c7c7ffe1bc8ede9421988774852,25b4a2c7797724558363591ea52f959ebabe0071,,False,False,0.0027019933,26,10/03/2018 04:53:15,7,10/03/2018 04:53:15,Convert categorical hash to estimator (#1033),1,9,6,3,0,1610,368,635,267
3a1fa0f7fac7d4c9e750074094602f85aa3db0ed,c6c0d2295b7c4c7c7ffe1bc8ede9421988774852,,False,False,0.016196322,4,10/03/2018 05:05:17,10,10/03/2018 05:05:17,Update build yaml to use official container functionality (#1118),1,3,3,0,0,264,16,22,6
ed54adeb790cd9385a2ab73b095d0eb229051a91,3a1fa0f7fac7d4c9e750074094602f85aa3db0ed,,False,True,0.9798913,15,10/03/2018 05:19:04,7,10/03/2018 05:19:04,Static pipelines now handle types with PipelineColumn properties. (#1115),1,26,25,1,0,5146,702,884,182
061788d73351ce0560e67d146cd997f806713ee9,ed54adeb790cd9385a2ab73b095d0eb229051a91,,False,False,0.007794681,60,10/03/2018 17:59:52,7,10/03/2018 17:59:52,Char array for separators in word tokenizer (#1089),1,12,6,6,0,52448,98,126,28
2bafe947a1b8dc21d05beb789495329e085d3790,061788d73351ce0560e67d146cd997f806713ee9,,False,True,0.8230715,68,10/03/2018 22:41:42,43,10/03/2018 22:41:42,General grammar and punctuation fixes (#1140),1,1,1,0,0,112,0,4,4
39c034266d85c2a4711560be5f8021f8cc964629,2bafe947a1b8dc21d05beb789495329e085d3790,,False,False,0.045693718,69,10/03/2018 22:42:19,43,10/03/2018 22:42:19,Remove ComponentCatalog from EntryPointGraph's and GraphRunner's constructors (#1135),1,6,6,0,0,6493,-19,25,44
800d245450d2b0f4656476bb479f6205d14e058d,39c034266d85c2a4711560be5f8021f8cc964629,,False,True,0.98639125,70,10/04/2018 03:56:14,53,10/04/2018 03:56:14,Fixed docs for API overview: added AsDynamic call (#1139),1,1,1,0,0,153,0,1,1
eba2751b453d6ba23e633c705a7f9c020ca7e18c,800d245450d2b0f4656476bb479f6205d14e058d,,False,False,0.09121593,59,10/04/2018 17:26:44,7,10/04/2018 17:26:44,add .NET Core 3.0 support for the benchmarks (#1142),1,2,2,0,0,152,34,36,2
20761a3575eee232798f962868d4fd714334ccac,eba2751b453d6ba23e633c705a7f9c020ca7e18c,,False,False,0.05416022,71,10/04/2018 17:32:02,43,10/04/2018 17:32:02,Create links to detail sections (#1149),1,1,1,0,0,153,0,6,6
c87b869440d592ff9a445f84ff5cd2a7769cc2a2,20761a3575eee232798f962868d4fd714334ccac,,False,False,0.008063365,43,10/04/2018 17:56:50,7,10/04/2018 17:56:50,XML documentation references cs code for examples (#1105),1,6,2,4,0,1028,187,187,0
22b084566f10f4749e1c4a8dcb357b48755d0548,c87b869440d592ff9a445f84ff5cd2a7769cc2a2,,False,True,0.98867357,69,10/04/2018 21:40:06,4,10/04/2018 21:40:06,Remove explicit ComponentCatalog parameter (#1147),1,8,8,0,0,3225,-8,52,60
ce7d3f6e1a3b2af1b3d6ccc5cf1a01364bc66d7c,22b084566f10f4749e1c4a8dcb357b48755d0548,,False,True,0.99040407,72,10/04/2018 21:48:28,7,10/04/2018 21:48:28,Updating the CopyColumnsEstimator and Transform to use common code (#706) (#1141),2,12,12,0,0,3537,-139,86,225
b7702817fb043b94514fd9afde46933e743f17db,ce7d3f6e1a3b2af1b3d6ccc5cf1a01364bc66d7c,,False,False,0.11764087,72,10/04/2018 22:04:43,7,10/04/2018 22:04:43,TrainUtils.Train does not have consistent API usage (#1155),1,1,1,0,0,506,-1,6,7
2a4681bc755a214918e0381b31393f9f23fbf9f9,b7702817fb043b94514fd9afde46933e743f17db,,False,False,0.069267154,60,10/04/2018 22:16:11,7,10/04/2018 22:16:11,Conversion of Multi Class Naive Bayes classifier to estimator (#1111),1,4,3,1,0,1447,186,193,7
3e3bd50edcb93c604fbfb7bef777fb7e14133724,2a4681bc755a214918e0381b31393f9f23fbf9f9,,False,True,0.83257633,26,10/05/2018 04:43:43,7,10/05/2018 04:43:43,Convert RFF transform to estimators (#1122),1,7,4,3,0,6023,321,654,333
3170ab0e8bd3c28336a8e6abce002711a1a74fb6,3e3bd50edcb93c604fbfb7bef777fb7e14133724,,False,False,0.007320921,63,10/05/2018 16:36:40,53,10/05/2018 16:36:40,Adding prediction benchmarks using legacy LearningPipeline API (#1126),1,2,1,1,0,303,111,114,3
c45089f614bc9665dff5e4b5c17c4e1c66854cb0,3170ab0e8bd3c28336a8e6abce002711a1a74fb6,,False,True,0.7440408,60,10/05/2018 16:49:08,7,10/05/2018 16:49:08,Renamed variables with more ML.NET specific terminology (#799),1,1,1,0,0,307,0,11,11
d5175899b604d852dab08107e583c78cbe5d6948,c45089f614bc9665dff5e4b5c17c4e1c66854cb0,,False,False,0.02529885,60,10/05/2018 21:05:23,7,10/05/2018 21:05:23,Conversion of Hogwild SGD to estimator (#1134),1,7,6,1,0,54296,240,282,42
02e85cc1f276dc154c64afffe6ea6c09c44c8647,d5175899b604d852dab08107e583c78cbe5d6948,,False,True,0.95755553,73,10/05/2018 21:23:43,43,10/05/2018 21:23:43," Fix MatchNumberWithTolerance to better compare floating-point values (#1145)",1,4,4,0,0,5410,15,48,33
fc44959c52b95d2f6f91a8cf8ea80a1a72cb53cc,02e85cc1f276dc154c64afffe6ea6c09c44c8647,,False,False,0.011946365,74,10/08/2018 04:41:11,30,10/08/2018 04:41:11,Update README.md (#1151),1,1,1,0,0,112,0,1,1
978681d5d82929318d8248c09cb1fe557b3a6743,fc44959c52b95d2f6f91a8cf8ea80a1a72cb53cc,,False,False,0.18696265,26,10/08/2018 16:58:55,7,10/08/2018 16:58:55,Remove Done method from IPipe (#1161),1,125,125,0,0,80071,-308,39,347
e54e83e66b4262246d2874122b5df89bfeb07348,978681d5d82929318d8248c09cb1fe557b3a6743,,False,False,0.052063942,43,10/08/2018 20:35:24,7,10/08/2018 20:35:24,Changing the namespace where the trainers live (#1163),1,14,14,0,0,2969,7,23,16
a9d8ae44b7a3781fd83eaea0620863ceea2bb6ab,e54e83e66b4262246d2874122b5df89bfeb07348,,False,False,0.008622197,43,10/08/2018 21:08:01,7,10/08/2018 21:08:01,adding the functions used to build MlNetMklDeps for 0.0.0.6 (#1182),1,4,0,4,0,148,148,148,0
d2ed0ad1d6b1d7228f187539f14f406c3a2b0e08,a9d8ae44b7a3781fd83eaea0620863ceea2bb6ab,,False,False,0.28233975,5,10/08/2018 23:14:51,7,10/08/2018 23:14:51,Added feature to support training in TensorFlowTransform. (#1063),1,9,9,0,0,56387,940,1026,86
630f89dd2ce1739e393546fee87a01bb77eaba45,d2ed0ad1d6b1d7228f187539f14f406c3a2b0e08,,False,True,0.774208,75,10/09/2018 02:22:09,53,10/09/2018 02:22:09,Grammar fixes in documentation and comments (#1179),1,3,3,0,0,1599,0,7,7
1427f621c42c1da576c653bf399f38c66d69c00f,630f89dd2ce1739e393546fee87a01bb77eaba45,,False,False,0.06639844,43,10/09/2018 17:44:28,7,10/09/2018 17:44:28,sweeping the space of link formats (#1184),1,1,1,0,0,321,12,13,1
41982ff32e53abcbc418cc7a20a3ab8971063bea,1427f621c42c1da576c653bf399f38c66d69c00f,,False,True,0.99999994,66,10/09/2018 19:34:39,7,10/09/2018 19:34:39,Fix a conversion bug in KeyToVectorTransform. (#992),1,6,5,1,0,3004,597,602,5
65c3c7c14b5da2655cce2c393a5b85546e5091fc,41982ff32e53abcbc418cc7a20a3ab8971063bea,,False,False,0.07426588,76,10/09/2018 20:21:50,30,10/09/2018 20:21:50,"replace ""e.g."" with ""for example"" (#1016)",1,102,102,0,0,102739,0,163,163
8ca1c9386587aa4ef77c56f605f8244debefce93,65c3c7c14b5da2655cce2c393a5b85546e5091fc,,False,False,0.056858275,5,10/09/2018 21:55:54,7,10/09/2018 21:55:54,Exposed TensorFLow session as TensorFlowModelInfo class (#1191),1,5,4,1,0,2876,181,195,14
5684398e359e26a5101288b9d57ae30e36cfe4f5,8ca1c9386587aa4ef77c56f605f8244debefce93,,False,True,0.8042414,66,10/10/2018 00:54:54,7,10/10/2018 00:54:54,Save ConvertTransform as ONNX Operator and Control the Use of Experimental Features with a Flag (#947),1,26,26,0,0,69638,95,139,44
024bd4452e1d3660214c757237a19d6123f951ca,5684398e359e26a5101288b9d57ae30e36cfe4f5,,False,True,0.7217223,4,10/10/2018 03:19:20,7,10/10/2018 03:19:20," Enable a QuantileRegression Test & Fix Duplicated Baseline Files (#1193)",1,11,3,8,0,4505,1481,1607,126
55f6c22820c1021273eaf8d445c1ef9519713b9e,024bd4452e1d3660214c757237a19d6123f951ca,,False,True,0.5248166,66,10/10/2018 05:42:59,7,10/10/2018 05:42:59,Connect Inputs and Outputs Properly and Export CopyColumnTransform to (unofficial) ONNX operator (#952),1,9,9,0,0,2925,165,193,28
95a4f788049a242b7d31c6a62e2d43588e3d1dee,55f6c22820c1021273eaf8d445c1ef9519713b9e,,False,False,0.1980689,43,10/10/2018 06:09:17,7,10/10/2018 06:09:17,Snapping average perceptron and OGD to the other constructors. (#1192),1,11,11,0,0,3280,39,92,53
c4f3f106b66f11733b58f944df6dc95095908508,95a4f788049a242b7d31c6a62e2d43588e3d1dee,,False,False,0.33133304,77,10/10/2018 11:41:28,59,10/10/2018 11:41:28,Update Load8 with GatherVector256 instruction for .NET Core 3 (#1200) fixes #1195,2,1,1,0,0,1505,10,11,1
0b84350571fd0c272faa03541964c0d0617e0d76,c4f3f106b66f11733b58f944df6dc95095908508,,False,False,0.16731258,19,10/10/2018 21:00:30,4,10/10/2018 21:00:30,"Improvements to the ""Scale"" SIMD algorithm (#1143)",1,12,12,0,0,11102,280,357,77
c25e45f1ba27ec432ca94cb2b25917103281e563,0b84350571fd0c272faa03541964c0d0617e0d76,,False,False,0.24765308,73,10/10/2018 23:21:10,7,10/10/2018 23:21:10,Move towards being able to build for x86 (#1008),1,26,25,0,1,14032,-19,85,104
b5098645245455164d3d9648aa4d4215e731958d,c25e45f1ba27ec432ca94cb2b25917103281e563,,False,True,0.9987334,78,10/10/2018 23:36:03,53,10/10/2018 23:36:03,Fixed code sample in Readme,0,1,1,0,0,112,0,1,1
96439752cbaad099093ca0e8c770576bf3a53ad4,b5098645245455164d3d9648aa4d4215e731958d,,False,True,0.99997675,40,10/11/2018 00:01:19,7,10/11/2018 00:01:19,Fix TensorFlowScorer duplicate parameter name Model (#1169),1,9,9,0,0,58114,38,54,16
ebd84ab944de362bf08920de50a4dcdb3a154334,96439752cbaad099093ca0e8c770576bf3a53ad4,,False,False,0.20498279,66,10/11/2018 04:04:57,7,10/11/2018 04:04:57,Save Kmeans in ONNX  (#1212),1,4,2,2,0,1253,462,463,1
80b6723ee26bf3e882890f9eca079b74fd6faba7,ebd84ab944de362bf08920de50a4dcdb3a154334,,False,True,0.69755703,67,10/11/2018 16:59:52,53,10/11/2018 16:59:52,ImageLoaderTransform now throws if it fails to load images (#1172),1,1,1,0,0,304,2,5,3
c5746a89c041a8435077de9b3b0a1f13b0896cd1,80b6723ee26bf3e882890f9eca079b74fd6faba7,,False,False,0.1276361,79,10/11/2018 17:18:56,8,10/11/2018 17:18:56,Grammar corrected in README.md (#1227),1,1,1,0,0,112,0,3,3
659686cb42d75691b59bb8ead44ef46eacb58ad4,c5746a89c041a8435077de9b3b0a1f13b0896cd1,,False,False,0.24780813,43,10/11/2018 22:09:19,7,10/11/2018 22:09:19,exposing the biases for multi-class logistic regression (#1224),1,4,4,0,0,3573,12,14,2
ab3d17ca0c65935285ac9bcbd214ac1ea11714e2,659686cb42d75691b59bb8ead44ef46eacb58ad4,,False,False,0.21031299,58,10/12/2018 01:16:07,53,10/12/2018 01:16:07,Update to version of Lightgbm with no runtime dependency on GCC. (#1234),1,5,5,0,0,614,5,8,3
6e32d8b9f24bdec16de90928d08bcf3bb68ffead,ab3d17ca0c65935285ac9bcbd214ac1ea11714e2,,False,False,0.22500667,43,10/12/2018 04:23:02,7,10/12/2018 04:23:02,"Adding a sample for Vector<T> ConcatWith<T>(this Scalar<T> me, params ScalarOrVector<T>[] others) (#1189)",1,10,6,3,1,1448,85,193,108
23659b013eb2d0233cd92072f32a6daddfe613e3,6e32d8b9f24bdec16de90928d08bcf3bb68ffead,,False,False,0.32973793,26,10/12/2018 04:42:29,7,10/12/2018 04:42:29,Provide action to set Arguments class in SDCA pigstensions (#1160),1,27,27,0,0,4668,77,271,194
f8f3873958a0a8114df49bb6d8dc292dc071820b,23659b013eb2d0233cd92072f32a6daddfe613e3,,False,False,0.01488789,66,10/12/2018 19:27:09,7,10/12/2018 19:27:09,Uncomment the correct code (#1238),1,1,1,0,0,357,0,2,2
c016807843976d8af712bc7207072bc4abea2415,f8f3873958a0a8114df49bb6d8dc292dc071820b,,False,True,0.9989348,80,10/13/2018 01:25:43,30,10/13/2018 01:25:43,Fix string normalization in tests (#1243),1,1,1,0,0,793,0,2,2
2983312386878b0047a9be64e3b12c05e82c7932,c016807843976d8af712bc7207072bc4abea2415,,False,True,0.9853567,43,10/13/2018 05:22:30,7,10/13/2018 05:22:30,Enabling FFM tests (#1206),1,24,12,7,5,7262,-1147,422,1569
