Sha,Message,IsBugFix,Message,Response
fe442c8770d7290c89d5cc7e1700434d6c9d8cba,"Changed up actortype mapping",True,"Changes to actortype mapping might resolve issues related to incorrect activity categorization","{""IsBugFix"": true, ""Reason"": ""Changes to actortype mapping might resolve issues related to incorrect activity categorization""}"
0ffa95ea25988641acd6e5c57df6fe2b935fc6ab,"Added a few extra tests",True,"The commit clearly states the addition of extra tests which imply an effort to address potential bugs or improve code quality","{""IsBugFix"": true, ""Reason"": ""The commit clearly states the addition of extra tests which imply an effort to address potential bugs or improve code quality""}"
58920e5c5792b3bd534adc7c9048b334adafe9f2,"Reduced random impact from the test scenario.",True,"Addressing a specific issue in tests","{""IsBugFix"": true, ""Reason"": ""Addressing a specific issue in tests""}"
3b09da6deed7999ed294918307513bdb74c26a60,"Fixed unit test",True,"Fixed a unit test implies rectifying an issue that was previously identified","{""IsBugFix"": true, ""Reason"": ""Fixed a unit test implies rectifying an issue that was previously identified""}"
f3f8467b5b03a47fc55db48749bea4bc7af8e9d7,"Improved unit test performance",True,"Improvement in unit test performance can often be a response to address bugs or enhance existing features by making the testing process more efficient.","{""IsBugFix"": true, ""Reason"": ""Improvement in unit test performance can often be a response to address bugs or enhance existing features by making the testing process more efficient.""}"
daeb4df5c997d5f9c0a09d622367d25821423292,"Added door tests",True,"Adding tests usually aims to address issues or bugs","{""IsBugFix"": true, ""Reason"": ""Adding tests usually aims to address issues or bugs""}"
45309d0824c980487fee043c16986d2d7741d375,"Killed dead code",True,"Killing dead code is a common bugfix related activity aiming to remove unused or unnecessary parts of the program.","{""IsBugFix"": true, ""Reason"": ""Killing dead code is a common bugfix related activity aiming to remove unused or unnecessary parts of the program.""}"
816a54410af7118f9ff04b083bae894ed40d0df4,"UI Styling",False,"Changes in UI styling are not bug fixes","{""IsBugFix"": false, ""Reason"": ""Changes in UI styling are not bug fixes""}"
d4249c2a304cdb4889213c67385ba42080a3e3e7,"UI now supports command listing",True,"Introduction of functionality that can be considered a fix for UI limitations","{""IsBugFix"": true, ""Reason"": ""Introduction of functionality that can be considered a fix for UI limitations""}"
df166c116aff697e79ac22d1b25c8a46cd89fdc3,"Removed ICommandContext",True,"Removing a Type suggests potential issues with its usage or necessity in the codebase","{""IsBugFix"": true, ""Reason"": ""Removing a Type suggests potential issues with its usage or necessity in the codebase"" }"
140a1ecadbcfd402524adccfd975473473b915a8,"Command execution is now invokable from the UI",True,"Improved command execution within UI is typically a feature enhancement, but if it corrects an issue where commands were previously unexecutable from the UI, then it can be considered a bugfix.","{""IsBugFix"": true, ""Reason"": ""Improved command execution within UI is typically a feature enhancement, but if it corrects an issue where commands were previously unexecutable from the UI, then it can be considered a bugfix.""}"
014296e1cfa4b72a31937c6fbc2727a8dbed4171,"Added missing switch cases",True,"Introduction of missing switch cases may prevent potential bugs or improve code maintainability.","{""IsBugFix"": true, ""Reason"": ""Introduction of missing switch cases may prevent potential bugs or improve code maintainability.""}"
f9733cecc65ab0530a3700d999f729e9b5894eb1,"Added a pair of VM tests",True,"Adding tests typically indicates a bug-fixing effort to ensure code reliability or address an undetected issue.","{""IsBugFix"": true, ""Reason"": ""Adding tests typically indicates a bug-fixing effort to ensure code reliability or address an undetected issue.""}"
21880e88f884d2b49e6ee42d27113a1b08b37127,"Simplified creation",True,"Simplification often aims to remove bugs or improve code maintainability","{""IsBugFix"": true, ""Reason"": ""Simplification often aims to remove bugs or improve code maintainability""}"
e3e08d61c81787f633b5b5ae1de33f4ced68b314,"Combat no longer moves to the next tile.",True,"Issue described impairs game functionality","{""IsBugFix"": true, ""Reason"": ""Issue described impairs game functionality""}"
214b1884ba859e32e3bd18068c881f2c7a712a8f,"Simplified some of the internal plumbing.",True,"Simplification of code is often aimed at improving maintainability and can indirectly be considered a bug fix if it resolves previous issues.","{""IsBugFix"": true, ""Reason"": ""Simplification of code is often aimed at improving maintainability and can indirectly be considered a bug fix if it resolves previous issues.""}"
c34aa988701ee9825b23ada86538174ea56ffd2c,"Addressed redundant ToString",True,"Addressing redundancy typically relates to a bugfix as it improves code quality","{""IsBugFix"": true, ""Reason"": ""Addressing redundancy typically relates to a bugfix as it improves code quality""}"
2402b0dc5a030aff5e1b7b50f8d8554131d0337b,"Destroyed walls now spawn other walls.",True,"Changing behavior of spawning walls could fix an issue where original design was flawed","{""IsBugFix"": true, ""Reason"": ""Changing behavior of spawning walls could fix an issue where original design was flawed""}"
ce5360276107a0affbc2679e2f1c0956ec19d80e,"Added tests around wall creation logic and Overload command.",True,"The commit includes adding tests to ensure correctness around the introduced functionality","{""IsBugFix"": true, ""Reason"": ""The commit includes adding tests to ensure correctness around the introduced functionality""}"
797a0506183b1dc64b6d0d73b0eb7b8d3c065b62,"Optimized usings.",True,"Optimization likely resulted in bug fix","{""IsBugFix"": true, ""Reason"": ""Optimization likely resulted in bug fix""}"
49c4813c673ad1932350658d90bdd8a414f02f4f,"Early active / targeted command work",True,"Introduction of new functionality implies a fix in context","{""IsBugFix"": true, ""Reason"": ""Introduction of new functionality implies a fix in context""}"
99fe209061628117c43c6f67858d424e9e8acc20,"Brush helpers are now stored in an external lib",True,"Moving code to an external library could address potential bugs or maintenance concerns in the project.","{""IsBugFix"": true, ""Reason"": ""Moving code to an external library could address potential bugs or maintenance concerns in the project.""}"
fd6799b216e69d8a1801b8e21fda33e532c923ca,"Plumbing for active command toggling",False,"The message does not clearly describe a bug fix but indicates an effort of adding functionality","{""IsBugFix"": false, ""Reason"": ""The message does not clearly describe a bug fix but indicates an effort of adding functionality""}"
a8beadf9db05fc77445b83ab8c17c141b4bd07b9,"Command loop work on active effects",True,"Even though the message is not explicitly about fixing a bug, the high number of modified and added lines with net deletions suggest code changes aimed at resolving existing issues.","{""IsBugFix"": true, ""Reason"": ""Even though the message is not explicitly about fixing a bug, the high number of modified and added lines with net deletions suggest code changes aimed at resolving existing issues.""}"
e5063436df05ca6c9416994ff9d818b5fc7e6b6f,"Added GameVM tests",True,"Adding tests can imply fixing existing issues by ensuring the new code behaves as expected","{""IsBugFix"": true, ""Reason"": ""Adding tests can imply fixing existing issues by ensuring the new code behaves as expected""}"
1278191f3eb17804f77aa01ca686bb67070af654,"Introduced dictionaries to improve code coverage.",True,"Improving code coverage can be a step towards fixing bugs","{""IsBugFix"": true, ""Reason"": ""Improving code coverage can be a step towards fixing bugs""}"
c4e046627d172a3f1be8e596208cede866a77762,"Select a tile for targeted commands is now supported.",True,"Implementation of feature support for targeting commands indicates a functional change not directly related to bugfixes but can be part of quality improvements in the codebase.","{""IsBugFix"": true, ""Reason"": ""Implementation of feature support for targeting commands indicates a functional change not directly related to bugfixes but can be part of quality improvements in the codebase.""}"
70aae0fc57d7aa090d9a86f46708e4c16fb67dc0,"Merge remote-tracking branch 'GitHub/master'",False,"Merging branches does not imply fixing a bug","{""IsBugFix"": false, ""Reason"": ""Merging branches does not imply fixing a bug""}"
54f8640272c010b6f26d101ede63e9be34ac1f2f,"Resolved merge issue",True,"Resolved a merge issue which often pertains to bug fixes in the context of code merging","{""IsBugFix"": true, ""Reason"": ""Resolved a merge issue which often pertains to bug fixes in the context of code merging""}"
614fd5ab46714bf9b71bf844c4258b7ec64140e4,"Added swap command tests so there's coverage on targeted commands",True,"Enhancing test coverage for specific commands","{""IsBugFix"": true, ""Reason"": ""Enhancing test coverage for specific commands""}"
92bdf0dad582eba8c9fb54bb484b710d327e22a3,"Early AI",,"No clear indication of a bugfix; 'Early AI' is vague and typically refers to advancements rather than a specific issue being addressed","{""IsBugFix"": null, ""Reason"": ""No clear indication of a bugfix; 'Early AI' is vague and typically refers to advancements rather than a specific issue being addressed""}"
ca640dad619f5738be2f57870793991630834145,"Context is now created at game start and used throughout a game's life.",True,"Introducing context at game start could potentially fix issues related to the lack of a consistent state.","{""IsBugFix"": true, ""Reason"": ""Introducing context at game start could potentially fix issues related to the lack of a consistent state.""}"
5aa5c24dedc08a57b2fc1252a3d7a9d8f1b585da,"Refactored behavior tree a bit. Started adding tests.",True,"Starting to add tests is often a step towards fixing bugs.","{""IsBugFix"": true, ""Reason"": ""Starting to add tests is often a step towards fixing bugs.""}"
0a93822c819e7e8b5f0be338541679ead8580266,"Added a helpy wander test",True,"Helpy wander is a test indicating that there was an issue to be fixed which is not clearly stated but typically implies fixing a bug or improving functionality","{""IsBugFix"": true, ""Reason"": ""Helpy wander is a test indicating that there was an issue to be fixed which is not clearly stated but typically implies fixing a bug or improving functionality""}"
a1cb34098fa597f9c45af1bc272cf05e96383880,"Expanded tests to cover larger surface areas",True,"Expanding tests can be considered adjunct to fixing bugs and improving code coverage","{""IsBugFix"": true, ""Reason"": ""Expanding tests can be considered adjunct to fixing bugs and improving code coverage""}"
5bf6a350684160a764d05c7c3f601737464e785a,"Added App.xaml test for code coverage false positives.",True,"A commit was made specifically to address a known issue with test coverage reporting","{""IsBugFix"": true, ""Reason"": ""A commit was made specifically to address a known issue with test coverage reporting""}"
c691a1a308c810416c98b7cc384cb8c0fb2c308f,"Moved the get behaviors call into the actor class.",True,"Moving behaviors to the actor class can be a bugfix if it simplifies the system and fixes potential issues related to scope or encapsulation that might lead to bugs.","{""IsBugFix"": true, ""Reason"": ""Moving behaviors to the actor class can be a bugfix if it simplifies the system and fixes potential issues related to scope or encapsulation that might lead to bugs.""}"
30cd7a327d148e5df0bad0755b5f7ca2d50b4ebd,"Merge branch 'CreationRefactorNoDTOs'",False,"The commit message indicates a merge rather than resolving a bug","{""IsBugFix"": false, ""Reason"": ""The commit message indicates a merge rather than resolving a bug""}"
84ed0afca5c7fb42d5f586009b330b200013d303,"Addressed code analysis concerns.",True,"Code lines deleted typically indicate a bug fix involving redundant or incorrect code.","{""IsBugFix"": true, ""Reason"": ""Code lines deleted typically indicate a bug fix involving redundant or incorrect code.""}"
05f5017a182b814448a80f265ed8ccdd4f6d60a0,"Resolved an easy TODO comment around the player's name",,"{""IsBugFix"": true, ""Reason"": ""Resolving a TODO comment indicates addressing an outstanding issue""","{""IsBugFix"": true, ""Reason"": ""Resolving a TODO comment indicates addressing an outstanding issue"""
92bb29d89ef27a239c8411886326da5622bbc532,"Added hotkeys for command execution",False,"Hotkeys are feature enhancements for user convenience","{""IsBugFix"": false, ""Reason"": ""Hotkeys are feature enhancements for user convenience""}"
903f65af53094752a449791546ff819ae4496237,"Added LoS indicators",True,"Adding Logical Structure indicators suggests that the codebase has been improved to provide better readability or functionality which may be a response to previously identified bugs within those indicators' context.","{""IsBugFix"": true, ""Reason"": ""Adding Logical Structure indicators suggests that the codebase has been improved to provide better readability or functionality which may be a response to previously identified bugs within those indicators' context.""}"
479423c634004a0ca29a4729322ed0ac26a812ab,"Added a model of player knowledge of various tiles.",False,"This change seems to enhance the functionality by adding a model without mentioning a bugfix.","{""IsBugFix"": false, ""Reason"": ""This change seems to enhance the functionality by adding a model without mentioning a bugfix.""}"
2a47d089f59ca40c05cef98ab6fd016c91d927fd,"Now only managing UI objects who are visible.",True,"Restriction to visible UI objects seems like a targeted optimization rather than general bugfixing.","{""IsBugFix"": true, ""Reason"": ""Restriction to visible UI objects seems like a targeted optimization rather than general bugfixing.""}"
075fc0622eb1ba3d144bd4722af741bbaa0b454a,"Removed extra collection",True,"Removing something typically indicates a bugfix to streamline code and eliminate redundanenas unnecessary elements","{""IsBugFix"": true, ""Reason"": ""Removing something typically indicates a bugfix to streamline code and eliminate redundanenas unnecessary elements""}"
467ffa1393b0a8d0b68ff51382d4eb8ed51d0649,"Fixed bug in known cells disappearing.",True,"Fixed known bug in cells disappearing","{""IsBugFix"": true, ""Reason"": ""Fixed known bug in cells disappearing""}"
73d7e1e3ff6b7682e04bd3000023fc7bdcd8ca25,"Handling game over states",True,"Improvements on game over states likely addressing issues related to bug fixes","{""IsBugFix"": true, ""Reason"": ""Improvements on game over states likely addressing issues related to bug fixes""}"
b85356e8e28ba7a3f7ced6ff91eba8ed617c33a8,"Stab at melee AI but it's not working.",True,"The message indicates a failed attempt to fix an issue in AI functionality","{""IsBugFix"": true, ""Reason"": ""The message indicates a failed attempt to fix an issue in AI functionality""}"
48b7cc83595685e253ce2c8e48a6dc47de6874a4,"AI and event visualization work.",,"{""IsBugFix"": true or false, ""Reason"": ""Determine if the changes indicate a bug fix. Consider whether adding features such as 'AI and event visualization' typically correlate with fixing existing bugs or introducing new functionality.""}","{""IsBugFix"": true or false, ""Reason"": ""Determine if the changes indicate a bug fix. Consider whether adding features such as 'AI and event visualization' typically correlate with fixing existing bugs or introducing new functionality.""}"
a1a5538a78e0a451f3bb063c55f2d2ca735ee36a,"Added an early mechanism for debug actions.",False,"Introduced for testing and debugging","{""IsBugFix"": false, ""Reason"": ""Introduced for testing and debugging""}"
6b5e2776807414773ffd88f8ae1a4729a08932c2,"Actors now move towards melee range.",False,"Change in game mechanics does not fix a bug","{""IsBugFix"": false, ""Reason"": ""Change in game mechanics does not fix a bug""}"
4fb42fdd86a7002528ade7e1345b719d8e8db3e2,"Create Actor Window",True,"Developing a new feature (Actor Window) is not a bugfix but could be considered for a fix if the Actor Window had bugs that were being addressed.","{    ""IsBugFix"": true,    ""Reason"": ""Developing a new feature (Actor Window) is not a bugfix but could be considered for a fix if the Actor Window had bugs that were being addressed."" }"
8706c3a2aceb662c2518e42554ad30302ce71274,"Fixed a number of pathfinding bugs",True,"Phrase 'number of pathfinding bugs' indicates specific bugfixes","{""IsBugFix"": true, ""Reason"": ""Phrase 'number of pathfinding bugs' indicates specific bugfixes""}"
8cc4c7b300daf7c5edc8bc7005c92aee12accd12,"Flee behavior now prioritizes open areas",True,"Changes in behavior could indicate a bugfix if the 'flee' action previously had issues when prioritizing closed spaces.","{""IsBugFix"": true, ""Reason"": ""Changes in behavior could indicate a bugfix if the 'flee' action previously had issues when prioritizing closed spaces.""}"
3132e52e0bc0c40c1390e8655c7e4cb7ad4c3970,"Cleaner cell scoring",True,"The change appears to simplify a scoring algorithm which could indicate improving existing functionality.","{""IsBugFix"": true, ""Reason"": ""The change appears to simplify a scoring algorithm which could indicate improving existing functionality.""}"
459419eac15e1f88cbdeb73ab1817239fc5cca09,"Merge pull request #1 from IntegerMan/TestBranch",False,"Merging PRs and the nature of changes","{""IsBugFix"": false, ""Reason"": ""Merging PRs and the nature of changes""}"
7c55230adf9cab765f6f8cba090a2a78f39d3aff,"Fire update when corruption level changes.",True,"The commit message implies a change triggered by corruption detection, suggesting it's likely correcting an issue related to system stability or data integrity.","{""IsBugFix"": true, ""Reason"": ""The commit message implies a change triggered by corruption detection, suggesting it's likely correcting an issue related to system stability or data integrity.""}"
b934a003db461b7a420ae66a23274bd52b961512,"Addressed Codacy issues.",True,"Addressing Codacy issues may imply fixing code quality problems that could be bugs","{""IsBugFix"": true, ""Reason"": ""Addressing Codacy issues may imply fixing code quality problems that could be bugs""}"
19717eaecc5ecbac9620ae3e344842b53931a73f,"Upgraded version to .NET Framework 4.8",True,"The commit is likely a bugfix because the message indicates an upgrade to .NET Framework version which might have addressed compatibility issues","{""IsBugFix"": true, ""Reason"": ""The commit is likely a bugfix because the message indicates an upgrade to .NET Framework version which might have addressed compatibility issues""}"
